title,ano,source,selection_criteria,status,comments,Tecnologia do display,Tecnologia do input,Tipo de interação,Suporte à colaboração,Usa modelo com nome?,Tamanho da mesa,doi
Pointing gestures accelerate collaborative problem-solving on tangible user interfaces,2024,Springer Link,,Duplicated,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens, Vision-Based","Multi-touch, Tangibility, Touch",Colaboração presencial,MultiTaction MT550,"55""",
Post-WIMP Interaction for Information Visualization ,2021,IEEE Digital Library,,Duplicated,,,,,,,,
Reducing the Cognitive Load of Playing a Digital Tabletop Game with a Multimodal Interface,2022,Scopus,,Duplicated,,Embedded,"Sensor-Assisted-Vision-Based, Tangible-Tokens, Vision-Based","Multi-touch, Speech, Tangibility, Touch",Colaboração presencial,MultiTaction MT550 + Speech,"55""",
Resolving display shape dependence issues on tabletops,2018,Scopus,,Duplicated,,,,,,,,
Resolving display shape dependence issues on tabletops,2018,IEEE Digital Library,,Duplicated,,,,,,,,
Rethinking 'multi-user': an in-the-wild study of how groups approach a walk-up-and-use tabletop interface,2011,ACM Digital Library,,Duplicated,,,,,,,,
"RoboJockey: real-time, simultaneous, and continuous creation of robot actions for everyone",2010,ACM Digital Library,,Duplicated,,Embedded,"Pen, Electrical-Based","Multi-touch, Touch",Colaboração presencial,LCD-AD221FB-T by IO Data,"21.5""",
Robotic Task Complexity and Collaborative Behavior of Children with ASD,2022,ACM Digital Library,,Duplicated,,,,,,,,
Rotation and translation mechanisms for tabletop interaction,2006,Scopus,,Duplicated,,,,,,,,
Sketched menu: a tabletop-menu technique for GUI object creation,2010,ACM Digital Library,,Duplicated,,,,,,,,
"Sketched menus and iconic gestures, techniques designed in the context of shareable interfaces",2010,ACM Digital Library,,Duplicated,,,,,,,,
Solar scramble: an educational children's game for collaborative multi-touch digital tabletops,2010,ACM Digital Library,,Duplicated,,,,,,,,
Spatially aware tangible display interaction in a tabletop environment,2012,Scopus,,Duplicated,,"Rear-Projected, Front-Projected",Sensor-Assisted-Vision-Based,"Multi-touch, Touch",Colaboração presencial,,,
Storage bins: mobile storage for collaborative tabletop displays,2005,IEEE Digital Library,,Duplicated,,,,,,,,
StoryCrate: tabletop storyboarding for live film production,2012,ACM Digital Library,,Duplicated,,,,,,,,
Strategic tabletop negotiations,2007,Scopus,,Duplicated,,,,,,,,
Supporting casual interactions between board games on public tabletop displays and mobile devices,2009,Springer Link,,Duplicated,,Rear-Projected,"Sensor-Assisted-Vision-Based, Vision-Based","Multi-touch, Touch",Colaboração presencial,,,
Supporting community participation in interactive exhibits,2014,Scopus,,Duplicated,,,,,,,,
Supporting opportunistic search in meetings with tangible tabletop,2012,Scopus,,Duplicated,,Front-Projected,"Pen, Sensor-Assisted-Vision-Based","Speech, Tangibility",Colaboração presencial,TinkerLamp,,
"SurfaceCast: Ubiquitous, Cross-Device Surface Sharing",2023,ACM Digital Library,Duplicate papers,Duplicated,,,,,,,,
Table-centric interactive spaces for real-time collaboration,2006,Scopus,,Duplicated,,Front-Projected,Electrical-Based,"Multi-touch, Touch",Colaboração presencial,DiamondTouch,42”,
Tables in the wild: lessons learned from a large-scale multi-tabletop deployment,2013,ACM Digital Library,,Duplicated,,,,,,,,
Tabletop sharing of digital photographs for the elderly,2006,Scopus,,Duplicated,,Front-Projected,Electrical-Based,"Multi-touch, Touch",Colaboração presencial,DiamondTouch,42”,
"Tablexcel: A multi-user, multi-touch interactive tabletop interface for microsoft excel spreadsheets",2011,Scopus,,Duplicated,,,,,,,,
Tangible 3D tabletops,2014,ACM Digital Library,Duplicate papers,Duplicated,,,,,,,,
Tangible 3D tabletops: combining tangible tabletop interaction and 3D projection,2012,ACM Digital Library,,Duplicated,,,,,,,,
Tangible anchoring: grasping news and public opinion,2010,ACM Digital Library,,Duplicated,,,,,,,,
Tangible interaction and teacher education: Creating resources for students with different communication processes,2019,Scopus,,Duplicated,,,,,,,,
Tangible interactions on a flat panel display using actuated paper sheets,2012,Scopus,,Duplicated,,Embedded,"Tangible-Tokens, Vision-Based",Tangibility,Usuário único,,,
Tangible Objects and Mobile Technology: Interactive Learning Environments for Students with Learning Disabilities,2019,Springer Link,,Duplicated,,,,,,,,
Tangible reels: Construction and exploration of tangible maps by visually impaired users,2016,Scopus,,Duplicated,,,,,,,,
"Tangible user interfaces: past, present, and future directions",2010,IEEE Digital Library,,Duplicated,,,,,,,,
TeamTag: Exploring centralized replicated controls for Co-located tabletop groupware,2006,Scopus,Duplicate papers,Duplicated,,,,,,,,
Technologies for the Design Review Process,2024,Springer Link,,Duplicated,,,,,,,,
TEI in the Wild,2022,ACM Digital Library,Duplicate papers,Duplicated,,,,,,,,
TerraGuide: Design and evaluation of a multi-surface environment for terrain visibility analysis,2015,Scopus,,Duplicated,,,,,,,,
Territoriality in collaborative tabletop workspaces,2004,Scopus,,Duplicated,,,,,,,,
The 3D tractus: A three-dimensional drawing board,2006,Scopus,,Duplicated,,,,,,,,
Theories of Embodiment,2022,ACM Digital Library,Duplicate papers,Duplicated,,,,,,,,
Tisch digital tools supporting board games,2012,ACM Digital Library,,Duplicated,,Rear-Projected,"Sensor-Assisted-Vision-Based, Vision-Based","Multi-touch, Touch",Colaboração presencial,Microsoft Surface,30”,
TMAR: Extension of a tabletop interface using mobile augmented reality,2008,Scopus,,Duplicated,,,,,,,,
Toward emotional interactive videogames for children with autism spectrum disorder,2021,Scopus,,Duplicated,,Rear-Projected,"Sensor-Assisted-Vision-Based, Tangible-Tokens, Vision-Based",Tangibility,Colaboração presencial,NIKVision,,
Towards geospatial tangible user interfaces: An observational user study exploring geospatial interactions of the novice,2016,Scopus,,Duplicated,,,,,,,,
Towards tabletop interaction with everyday artifacts via pressure imaging,2010,ACM Digital Library,,Duplicated,,,,,,,,
Transparent tabletop interface for multiple users on Lumisight table,2006,IEEE Digital Library,,Duplicated,,,,,,,,
"U Table: A seamlessly tiled, very large interactive tabletop system",2011,Scopus,Duplicate papers,Duplicated,,,,,,,,
Understanding file access mechanisms for embedded ubicomp collaboration interfaces,2009,Scopus,,Duplicated,,,,,,,,
User perceptions of adaptivity in an interactive narrative,2011,ACM Digital Library,,Duplicated,,,,,,,,
Using digital tabletops to support distributed agile planning meetings,2009,Scopus,,Duplicated,,,,,,,,
Using MTCF for live prototyping on tablet and tangible tabletop devices,2013,Scopus,,Duplicated,,,,,,,,
"Using scalable, interactive floor projection for production planning scenario",2014,Scopus,,Duplicated,,,,,,,,
Utilizing digital tabletops in collocated agile planning meetings,2008,Scopus,,Duplicated,,,,,,,,
Venice unfolding: a tangible user interface for exploring faceted data in a geographical context,2010,ACM Digital Library,,Duplicated,,,,,,,,
Videogame-based case studies for improving communication and attention in children with ASD,2018,Scopus,,Duplicated,,,,,,,,
Vision-based projected tabletop interface for finger interactions,2007,Scopus,,Duplicated,,,,,,,,
Visualization techniques for circular tabletop interfaces,2002,ACM Digital Library,,Duplicated,,Front-Projected,"Pen, Sound-Based",Tangibility,Colaboração presencial,,,
"""All in the Same Boat"": Tradeoffs of Voice Assistant Ownership for Mixed-Visual-Ability Families",2020,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
"""Callout Bubble Saved My Life"": Workspace Awareness Support in BYOD Classrooms",2015,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
"""Local Remote"" Collaboration: Applying Remote Group AwarenessTechniques to Co-located Settings",2015,ACM Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
“Whoa! We’re going deep in the trees!”: Patterns of collaboration around an interactive information visualization exhibit,2015,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
[WORKSHOP] Radical Alternate Futurescoping: Solarpunk versus Grimdark,2023,ACM Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
1.24 - Augmented Reality and GIS,2018,Science@Direct,Articles that omits the tabletop technique,Rejected,,,,,,,,
"15th IFIP TC 13 International Conference on Human-Computer Interaction, INTERACT 2015",2015,Scopus,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
2-DOF synchronous electrostatic actuator with transparent electrodes arranged in checkerboard patterns,2013,IEEE Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
"23rd Annual European Symposium on Algorithms, ESA 2015",2015,Scopus,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
"5th International Conference on Ubiquitous Computing, UbiComp 2003",2003,Scopus,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
"6th Ibero-American Conference on Human-Computer Interaction, HCI-Collab 2020",2020,Scopus,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
"7th International Conference on Ubiquitous Intelligence and Computing, UIC 2010",2010,Scopus,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
A 3D Flexible and Tangible Magic Lens in Augmented Reality,2007,IEEE Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
A 3D Visualization Approach for Process Training in Office Environments,2016,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
A case study of intended versus actual experience of adaptivity in a tangible storytelling system,2013,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
"A case study of object and occlusion management on the eLabBench, a mixed physical/digital tabletop",2013,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
A Case Study on the Rapid Development of Natural and Synergistic Multimodal Interfaces for XR Use-Cases,2022,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
A coherent framework for simultaneous detection and spotting of the nucleus phase from the mid-air gesticulation of alphanumeric keys,2023,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
A Collaborative and Interactive Surface Concept for Early Stages of New Product Development—A Multi-stage Expert Study,2023,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
"A collaborative multi-touch, multi-display, urban futures tool",2013,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
A Collaborative Platform Supporting Distributed Teams in Visualization and Analysis of Infectious Disease Data,2022,IEEE Digital Library,Study was not about digital tabletops,Rejected,Não é sobre tabletop,,,,,,,
A comparative ergonomics study: Performing reading-based tasks on a large-scale tabletop vs. laptop,2012,Science@Direct,Interfaces without direct interaction,Rejected,O artigo não parece descrever interação,,,,,,,
A Comparative UX Analysis between Tabletop Games and their Digital Counterparts,2020,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
A Cooperative Multitouch Scrum Task Board for Synchronous Face-to-Face Collaboration,2014,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
A Framework for Designing Tabletop Games in Group-Based Motor Rehabilitation,2023,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
A framework for the descriptive specification of awareness support in multimodal user interfaces for collaborative activities,2017,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
"A Framework Interweaving Tangible Objects, Surfaces and Spaces",2011,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
A GIS Based Disaster Status Sharing and Representation System Using Ultra Definition Display Environment,2014,IEEE Digital Library,Study was not about digital tabletops,Rejected,Display vertical,,,,,,,
A handheld classroom dashboard: Teachers’ perspectives on the use of real-time collaborative learning analytics,2019,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
A hierarchical approach to continuous gesture analysis for natural multi-modal interaction,2012,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
A hybrid approach to user-oriented programming of collaborative robots,2022,Science@Direct,Study was not about digital tabletops,Rejected,Não é sobre tabletop,,,,,,,
A laboratory-based study methodology to investigate attraction power of large public interactive displays,2015,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
A Literature Review of User Studies in Extended Reality Applications for Archaeology,2022,IEEE Digital Library,Study was not about digital tabletops,Rejected,Não é sobre tabletops,,,,,,,
A Meta-Analysis of Tangible Learning Studies from the TEI Conference,2022,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
